order_id,order_date,product_id,region,vendor,quantity,unit_price,total_price
adb0c2f6-0f41-4ae2-ba3c-448d9630fe4c,2024-07-09,3d860627-8001-4733-a074-d89883288106,Nordeste,Estagiario,8,194,1552
9485e7a6-a49a-4f1d-bf23-83a59c835ae8,2024-07-25,fad2cdf6-8381-43c5-a108-c6d55f38428d,Centro-Oeste,Luciano Galvão,2,77,154
ff11d700-69bc-4076-9d81-654e2bf007dd,2024-07-23,2a66ed48-534f-40fd-9409-7573f546aa8c,Sul,Estagiario,4,128,512
4de9cafc-3009-40b3-b415-9a531c0150ee,2024-07-10,31caeacd-3d9a-40cf-941d-733b2bfc438a,Norte,Estagiario,6,102,612
80c63a3c-77c0-44bd-a80b-024155440eaf,2024-07-05,9da7ec9a-e084-4206-8378-3efb99d9bc1d,Sudeste,Estagiario,1,105,105
d8ef3a03-1e83-4266-8365-c35bdf3d444a,2024-07-15,f36bff7f-7a44-4a1f-b4f4-c7b77e2f2675,Nordeste,Luciano Galvão,2,164,328
cc1d5998-6844-44e1-8884-ee1f4636cf2c,2024-07-15,143311be-8743-448f-98cf-cd4eb2d89647,Sudeste,Fabio Melo,3,171,513
cdee8cd0-4836-4e18-882f-1b41e09606da,2024-07-23,989c9441-5767-4dec-b14c-12839d8a79ac,Sul,Fabio Melo,8,67,536
98954470-3656-48c4-8970-358d01757059,2024-07-21,062b7a37-45ea-4e89-9197-a01c26e5a329,Norte,Estagiario,9,193,1737
2c4ca4c7-0cce-4b80-a5c6-ee376d330c0c,2024-07-16,3c123eed-26e2-48f4-8300-65c0aea3c7b9,Nordeste,Estagiario,5,53,265
2a43e47a-f98a-4847-902b-172cf92a308b,2024-06-28,6f0f7ca1-b794-47ab-9f23-5b1cc8b00f9e,Sudeste,Fabio Melo,8,200,1600
7208993e-c3a3-43ce-ae34-f4e7b454c2a2,2024-07-07,f6e4545b-2dd2-4861-a04d-30bc4f43055c,Nordeste,Luciano Galvão,7,86,602
ad5784bf-f2e6-4c4f-bbce-8de51aca7874,2024-07-22,60f9f981-82a6-4231-a045-0de540ea349d,Centro-Oeste,Estagiario,5,195,975
b57af30a-607b-4397-a507-101ea17ad604,2024-07-12,6a3a3898-6e09-4684-8da4-26e9d76d244a,Sul,Kaio Silva,3,86,258
41e6fa70-43fd-4cae-af67-81cf5cc94224,2024-07-13,58f13ca3-d1ce-4c69-ae9d-d04becf59151,Sul,Luciano Galvão,10,196,1960
65a9dd75-765d-46e3-8f03-c6c0f405037b,2024-07-19,5d66fbd4-f12c-4a72-ae04-91423d087f10,Sul,Luciano Galvão,10,147,1470
db1e6f21-9a87-42ae-b3ca-0767049ad6c1,2024-07-21,fc1d474a-af82-4dde-9bb1-dbc613d539bd,Sul,Fabio Melo,5,100,500
7c9109dd-f61b-4499-af5f-180602903e4d,2024-07-21,b984c3cb-b85a-44b9-932b-d04d9421b881,Sul,Estagiario,6,165,990
0f69baba-77f4-47b3-8a57-1ebd9bd392d6,2024-07-25,c130b198-43f0-4b32-a7b2-92cdfe2be32b,Centro-Oeste,Luciano Galvão,1,95,95
22bee8ca-1a48-4558-91af-b97950e6d611,2024-07-04,9031365c-3221-4dde-88ca-9244ace53fab,Norte,Fabio Melo,1,160,160
34585e1b-72b8-4d6b-934c-3287b5a480bd,2024-07-10,e5049819-5fae-4a43-aff8-f823367155bf,Centro-Oeste,Estagiario,8,172,1376
ebdc8ec1-f8f2-4b65-be16-373168726020,2024-06-30,be4e5da2-29de-44e7-9d9d-2b957bb77fbf,Centro-Oeste,Fabio Melo,9,161,1449
8e34d1f4-a9de-4258-a5f2-0b0021e6d81b,2024-07-11,b5107bf1-7a79-4d5b-b158-364b07902359,Sudeste,Estagiario,3,142,426
1816feda-3b4e-4fbe-856c-56c43a83f299,2024-07-21,c9fc3ecf-e644-4097-ba4e-72636d9be1e1,Norte,Estagiario,7,153,1071
49fd0b80-068f-40e1-bf73-18035307f6f5,2024-07-13,043c2558-a1d6-490c-a177-f7ef4eea6987,Sudeste,Estagiario,4,154,616
df1d1e05-02c1-43fa-b75f-6feb6941bc14,2024-07-24,6c520fac-c8cc-4e45-86b8-4eb53448e655,Sul,Estagiario,10,50,500
afb8b0bd-4c75-494f-9b8b-9c92929079c7,2024-07-26,55923ba9-77fe-4e11-b96e-fbf6f119f884,Sul,Kaio Silva,8,97,776
9a9595d2-c463-4c7d-87f3-5d1fc95d2fcf,2024-07-10,384fade7-4dc2-459e-a90e-a1344406c902,Sul,Luciano Galvão,7,148,1036
5c3acbd5-9980-4ee3-926e-471a355e6211,2024-07-17,f02f95ea-a176-402f-9d5e-11f5e5c0a6f5,Sul,Estagiario,4,107,428
53c06bb7-d051-4ca4-996c-0b3f3a58ff52,2024-07-16,617de132-0c7d-4a1e-bf08-e33bfad90a4d,Sudeste,Luciano Galvão,8,124,992
49c906f2-f657-4edf-b20f-7039356ebb52,2024-06-27,631d1722-52de-40b8-a57a-b4a754f63d15,Norte,Kaio Silva,9,103,927
3246da01-e526-4530-bfd9-3df848acdae3,2024-07-19,1673ae1d-a9ea-4bcf-9725-340c2adbf854,Sudeste,Estagiario,9,135,1215
8a0ae694-594e-4129-994f-cf83c5a8e00c,2024-07-25,652a4bb5-9140-4778-b42b-aef6fe9a276a,Norte,Kaio Silva,4,167,668
36db3f15-7518-4392-bb8d-71656d345b00,2024-06-29,d35a41ba-d62d-4099-9d22-bfaf7d6b8b77,Sudeste,Estagiario,2,85,170
fd33f8d9-36cb-4f24-b620-b8f870213659,2024-07-14,4d0050c1-2592-4f03-8342-9e52af2f536c,Sul,Fabio Melo,4,127,508
3126de4c-9e86-43ac-ab09-3012558d491b,2024-07-16,079fa1c3-81d4-4d47-b86e-d099a6466426,Sul,Kaio Silva,3,128,384
9f57e61c-1d52-4f6c-a5da-ba7a9b4d191f,2024-07-24,78df72f0-d593-486e-b293-c16a55381bc3,Nordeste,Fabio Melo,1,70,70
19936fc5-fda9-4f43-8ac9-74f535d9b122,2024-07-09,1bc30a72-cef2-4bc9-8400-202c6cdff184,Centro-Oeste,Estagiario,8,111,888
b9c502f0-9203-4187-bb7a-f4e7dbc86c9c,2024-07-02,0e526f04-8515-48c2-82ac-77888572d0c5,Sudeste,Luciano Galvão,3,82,246
a6703a8e-60cf-49e8-9979-27d4cc6c1ae8,2024-07-17,5fbcdf46-a11f-4570-a88d-3a795de9d34d,Norte,Luciano Galvão,4,153,612
81538278-2e22-42a3-8323-2b93f81d3408,2024-07-16,3220eae0-654e-43d3-9e02-a12e5a592056,Norte,Luciano Galvão,8,196,1568
9b90bcdb-32ec-4bc0-b39f-f9bb3e358f93,2024-07-10,b0b13a41-2343-4b33-95ce-e82f8730e823,Nordeste,Kaio Silva,2,148,296
ea0fe012-d364-4f4f-858e-602fa18ae1c1,2024-06-30,4a75ff1d-8d8a-420d-a14e-cd3662f14d43,Centro-Oeste,Kaio Silva,9,106,954
c076d3e9-c714-4286-9230-bffa7d3952fc,2024-07-05,af3af9be-a211-480d-8c57-7d8d8818be3a,Norte,Fabio Melo,10,173,1730
07a37370-14c3-4bf9-8210-049667e8f021,2024-07-03,f2ac3520-0bd1-4c5b-869d-3698febaf543,Sudeste,Kaio Silva,2,141,282
38d45f81-0f02-42c1-bf83-42c47dd58f52,2024-07-20,759e3619-798d-4489-a130-92505ba5671e,Norte,Luciano Galvão,4,124,496
34e5a4f0-ea36-4600-a7e0-713c9e5067b2,2024-07-24,5560e9f0-1315-41b8-ae0e-9f329c8a5048,Centro-Oeste,Kaio Silva,9,144,1296
9e0b6186-56fe-423d-be23-592934c86ca4,2024-07-03,70e813ef-2236-490b-92af-ed342243804e,Sul,Kaio Silva,1,110,110
1c81f09a-884c-44d1-85ee-21c5998d63ee,2024-06-28,dd40d095-8258-439f-a365-abcbeb38e695,Sul,Estagiario,1,123,123
d16aa41b-1f02-4e9b-858a-626df560db25,2024-06-28,053b474c-5220-4371-9b83-82ac233d9f87,Sul,Luciano Galvão,3,171,513
62ee4790-9977-4668-837e-a5ec948de270,2024-07-24,2510f659-7d34-4c4b-aa7c-d1d5af8d12cd,Norte,Fabio Melo,6,67,402
830b44e5-dbe4-413f-bff8-a16a8fd4f61a,2024-07-11,9e5ad38a-6fd5-462e-a6c6-771295e20446,Nordeste,Luciano Galvão,1,165,165
ae8d5f30-9265-4678-881b-c89fd7dc8801,2024-07-02,b1bdb853-c8cb-4739-8073-2a177b7fbfca,Norte,Estagiario,8,87,696
0057bede-abd9-4c11-bce4-8cc840bfe561,2024-07-20,b6945096-1db6-46dd-bcdb-560dbcd80378,Nordeste,Estagiario,5,166,830
bed3f83d-ebc4-4b79-bc4d-7700f4fc8f8c,2024-06-30,8ed8a9e0-cf1f-4941-8d68-8146936c5169,Sul,Luciano Galvão,2,120,240
82c2d9cb-a705-47dc-bdef-5fcad1eeee05,2024-06-30,2a98b6be-f706-4352-8eb2-79839dd43a4c,Centro-Oeste,Kaio Silva,10,92,920
ec0ce214-8f8b-4bf1-aa9b-62f1ab796437,2024-07-11,bc999bc4-89c5-4cd9-9e4b-ebd88dd581a5,Sudeste,Fabio Melo,9,78,702
e667f2e3-16b0-41f4-8cde-ac099f0e1b91,2024-07-05,203fdf6f-dc9d-4eb7-8250-c1a15177d793,Sudeste,Luciano Galvão,5,71,355
6d0898b0-b154-4d50-9819-70c8cc95b431,2024-07-19,ada71304-16f6-424c-acee-f62ada73817a,Norte,Estagiario,2,148,296
9e5eb695-a5ca-4527-b776-c0cad1fe9f36,2024-07-04,3fe72b70-f5de-4b6c-9a30-4e27704a9997,Nordeste,Fabio Melo,10,111,1110
f2a92a91-8141-4846-bd07-289e0b06a0c1,2024-06-28,b85db1a2-b9bb-40c7-ae48-ecd131aca967,Norte,Luciano Galvão,4,130,520
3d1dca6e-dd10-44d4-ad00-125782a3a1d2,2024-07-02,7e90e257-6dcd-4e8e-afe5-600bd25b09c4,Nordeste,Luciano Galvão,2,115,230
2c18ca25-396c-4dbb-90d1-14bba7051725,2024-07-09,788d52a9-cd37-4c06-a764-cf641a7767f8,Nordeste,Luciano Galvão,2,183,366
6d0b6cb8-0461-4632-ad6d-5849e00b14f7,2024-07-19,3b0aedd2-516f-4470-9325-8e94237f9a95,Centro-Oeste,Luciano Galvão,7,90,630
0cebc767-af65-447d-9e63-8f4ffb9fdb2f,2024-07-02,9bf66ea9-d828-4160-92c5-f82eab3eedbc,Sudeste,Luciano Galvão,4,186,744
ea9bbd6b-21b4-4d8a-aca3-5065434efaad,2024-07-17,b0485937-89c6-4bbd-bede-c2fea347d2fd,Norte,Estagiario,10,181,1810
f316e038-701a-494c-aff9-620bc5c470d8,2024-06-27,125f2973-5420-4174-9b89-d0ad84ff988d,Sul,Estagiario,4,190,760
3ee33709-fa6c-4c2f-902d-48cd9bc3719f,2024-07-10,a571c267-fb2f-4f50-869f-dbdf9f6aab85,Sudeste,Fabio Melo,9,126,1134
0bc14671-78ca-4548-a101-2380178e36d7,2024-07-08,6720fc7b-a2f9-4ce4-97fb-6024db28db17,Sudeste,Estagiario,6,177,1062
c435ef22-7b8b-4daa-ada7-755534a34d57,2024-07-16,90f15066-3e9c-4790-b226-65a170fae2f0,Sudeste,Luciano Galvão,2,113,226
6924bee7-2a21-42e5-af97-f5347f28f126,2024-07-01,84f9cbd3-af73-4a46-b99c-a2698aa791db,Norte,Luciano Galvão,5,84,420
ec79e806-e5ab-4885-bce3-fae9f8777af8,2024-07-05,81477d94-e5ee-4f6b-bb69-975d9311b6ba,Nordeste,Luciano Galvão,3,198,594
5a268f3f-7b39-4df9-920d-99b922881ca1,2024-07-05,760f2ccd-495e-40ef-82df-6827eb90ed91,Norte,Luciano Galvão,1,98,98
91e30ef6-b161-4f78-b727-b7a580f0809c,2024-07-14,a8572dca-3207-4566-8dda-c0c2e503ec8b,Sudeste,Kaio Silva,9,157,1413
3c2c75fd-56bf-4859-9be2-d67032a12f7a,2024-07-07,41fc870f-88d8-43d2-b9ea-b181a0e5519d,Nordeste,Kaio Silva,2,145,290
9464e0d3-4fe5-4856-837a-d1adae21add4,2024-07-03,1c3e3454-0a8f-4945-a392-bea2aae0a914,Nordeste,Luciano Galvão,7,123,861
714cb3d8-d96c-404d-9d1c-4aa1007dfdd7,2024-07-22,61cdd3c3-6154-410d-88dc-a0ce2454378e,Sul,Kaio Silva,7,96,672
b9621b9b-0a63-4bb2-871a-597520445636,2024-07-07,77bcbed8-e66c-4d21-91a0-338054129dab,Sudeste,Kaio Silva,7,186,1302
b9edbd90-1d72-4b1c-8c3c-cb010e0c79a1,2024-07-09,b4b991e6-9861-4ba0-abe9-d43d5f31b928,Norte,Fabio Melo,3,104,312
80d27767-fb17-4773-bf9a-db682a41ccfd,2024-07-21,f008fa3b-64de-4c2f-a4f2-e7b69b23a6ee,Sudeste,Luciano Galvão,6,191,1146
eeb9a097-059e-49e1-b9dc-4410761f7947,2024-07-10,6e3f9c49-473e-4457-aa32-456608c4ec3e,Nordeste,Kaio Silva,3,192,576
fbcbdebd-7389-4746-8263-d6dde647cb04,2024-07-23,20021022-76d9-488d-bcb1-e96e70673801,Norte,Kaio Silva,10,133,1330
7034228c-3c60-4b11-9621-ea9b713c1cb5,2024-07-16,1ed5d8f9-73c0-4aeb-b153-d3bd124c3fad,Centro-Oeste,Luciano Galvão,5,50,250
7cc845bb-f981-49a8-982f-154329979f64,2024-07-20,c7d9bdfd-1bdc-4b3e-b705-703027f1ed15,Centro-Oeste,Fabio Melo,1,126,126
33caa154-3158-4dab-8d7a-678f37c979a6,2024-07-25,9cc83b88-59d0-4583-8eed-85fd0ae46d5e,Centro-Oeste,Kaio Silva,10,117,1170
a74551cb-8b19-4750-88bc-2eca9be76d34,2024-06-28,b9f585f8-5802-45f6-a07a-f61f9d243ae6,Sudeste,Luciano Galvão,10,70,700
dca76fc4-c959-469f-915b-22a05e3eb0a2,2024-07-03,51109baf-0d9a-4c56-9453-fd48b3ce8000,Norte,Estagiario,6,122,732
e5e27c87-22ff-4124-91f4-0797eff50a2d,2024-07-23,59f0e6aa-7bfd-4ed0-bdd6-b2dd33987958,Sudeste,Estagiario,6,107,642
b20f883f-1ad5-4f26-bbb4-0ef944d0603a,2024-07-15,3d754469-ae9d-4fd6-8a64-b9fb15aee825,Nordeste,Kaio Silva,7,193,1351
35a3349c-b1e2-45f2-a3b2-2d0abfc499d2,2024-07-02,55b1707f-a2b6-4cdc-982a-c1d36ec9261c,Sul,Estagiario,10,59,590
13028c52-9b11-4b5b-bea2-8d617284decc,2024-07-10,23a5996b-b996-433a-a653-121a92843df9,Norte,Estagiario,4,180,720
dc4de0e9-8a98-44bb-8358-daf474f6384d,2024-07-24,acfb0c9c-ff29-4930-923e-8843e21f1f7d,Centro-Oeste,Kaio Silva,3,167,501
f673db91-8262-4d8b-8085-6225323f332c,2024-07-23,18ffca64-3af1-471f-b48c-a1d767aeec14,Centro-Oeste,Kaio Silva,6,95,570
cad7cd76-1f60-4c1e-bad6-11d6ffbeea24,2024-07-21,9495c80e-8320-41b7-8fc7-2ad2847aec8e,Nordeste,Kaio Silva,1,176,176
b83ac813-283e-4ab2-987d-27e59cfb7f4c,2024-07-17,2d18ebec-1f5b-4ade-8d89-d106bec70445,Sudeste,Kaio Silva,6,163,978
134e7d4a-c3d5-4f8a-826e-745a29b059ae,2024-07-13,fcbb62b4-30e0-4ab8-9d2b-b87a14f18d36,Centro-Oeste,Kaio Silva,5,184,920
0663b0d3-3df7-4cf6-9327-84ee7a2b8e24,2024-07-21,bd0d92fa-d877-481d-8062-433aad7e512c,Centro-Oeste,Kaio Silva,7,102,714
d8130ace-28ad-4cb3-886b-d765c39bd02d,2024-07-23,99de08f0-7b99-49c5-b786-6cddcbe534bc,Sudeste,Estagiario,6,114,684
502fb17e-b27e-4adb-93cf-bd263e7c8efb,2024-07-23,50fcf97c-3da6-4d5a-af8d-c9b3e23b5c24,Centro-Oeste,Luciano Galvão,1,71,71
a53e4c02-b9ef-40b2-bb7e-3df8c9abc3ae,2024-07-24,b5f99085-005c-45e2-a8cf-270ac2cd628b,Sul,Estagiario,2,127,254
f1a39f38-d36f-4663-97ee-def8100be587,2024-07-13,44fd240d-1cb3-4f4f-9a62-3f45be57580b,Sul,Estagiario,2,58,116
680526b9-042a-4a4c-aaa8-2f23ba82b4fe,2024-07-23,76b4daa3-60fe-43b1-8d29-a014a5236636,Sudeste,Estagiario,5,81,405
1fa45b96-a00a-4758-be35-cb097334a327,2024-07-04,dc5f8a07-4bb3-4089-b83a-d13b4e5c1d04,Sudeste,Estagiario,10,171,1710
bd64272b-6e4a-4122-a632-34653725a57e,2024-07-24,a604ef20-7617-4229-9b2b-9cfb6e94fc7c,Sul,Luciano Galvão,3,138,414
453ed718-9d23-449e-8a75-2c1c310a621d,2024-07-12,c9ef31ff-d628-46ff-8c66-93c5fb346b6d,Sul,Kaio Silva,1,153,153
40622078-b17e-47ab-8f21-547cb74738ec,2024-07-07,7967a6db-5faf-4131-9897-ba098726b2dd,Norte,Estagiario,9,184,1656
12c3c139-a8da-420f-8f46-cc77f90cccbe,2024-07-02,b4ba2832-585e-4bf3-acdb-db147ddf01cf,Sudeste,Kaio Silva,3,160,480
0f8d3735-d2f2-4dec-84de-8c2ace351421,2024-06-27,9556b212-0e1a-4e4a-a4b6-8512b68fa54d,Nordeste,Luciano Galvão,9,132,1188
9dd243d6-bb81-4ec2-b005-82d0ac8e7f3a,2024-07-10,da507633-800d-4157-a024-7b4b6188b9f3,Nordeste,Kaio Silva,10,173,1730
218e6fea-7447-484f-9d38-738685c42b3d,2024-07-25,fbd5bbb4-ba5b-4deb-ae72-017574050313,Norte,Luciano Galvão,9,124,1116
7b2e580f-d6ff-458d-9dad-5f07dfecd92c,2024-06-29,a61f664e-30c6-4da9-9bc2-319e7e1132bf,Nordeste,Kaio Silva,1,106,106
98999bbc-f110-45d5-a3f5-fededf743b6d,2024-07-09,acbd3f08-e38c-4e22-b8c1-34928c653dbe,Centro-Oeste,Estagiario,2,74,148
e9b87ed1-60ec-43e8-b56d-f1550d436b93,2024-07-17,ea2cfe04-5dba-4084-ac1f-760a3cf4e99b,Sudeste,Fabio Melo,4,109,436
35144a23-1cea-46a8-8400-cd897e0e876a,2024-07-07,f74980bd-b18f-456d-bdd8-015d8f972072,Norte,Estagiario,3,191,573
1bcffde0-6704-4a88-a63e-1ec23613d9ed,2024-07-12,41777238-4755-4c2e-acfd-96687d2f1d4e,Norte,Estagiario,7,84,588
e6d136e9-a1f6-4cdc-9a00-d79beacc7309,2024-07-18,6a4c6bad-6e8c-48b2-b393-7dadc526ae4d,Norte,Luciano Galvão,8,161,1288
e8dbd235-9346-4913-a7b9-ac49b770e4a6,2024-07-15,06aadac8-2c4a-4f48-b926-73f97761a9dc,Centro-Oeste,Fabio Melo,5,66,330
2cacbbdb-6c40-4d58-9916-5091d2846279,2024-07-19,49c8eef7-dc30-45f6-8616-ebc3356e6a26,Norte,Fabio Melo,4,75,300
53945569-91c2-4723-b709-4f305a4186e3,2024-07-18,187fa0cc-dfbf-4700-9153-689303d9999e,Sul,Luciano Galvão,3,52,156
0dd01fc3-c76a-43fe-a708-897f975c9bd7,2024-07-23,889a2b21-1dd3-403b-b794-cc8b6cfee70c,Sul,Kaio Silva,1,143,143
